Name	Type	Unlock Prerequisite	Research Scrolls	Antique Tokens	Tier	Value	Crafting Time (seconds)	Crafting Time (formatted)	Value / Crafting Time	Merchant XP	Merchant XP / Crafting Time	Worker XP	Fusion XP	Favor	Airship Power		Required Worker 	Worker Level	Required Worker	Worker Level	Required Worker	Worker Level														Component	Component Quality	Amount Needed	Component	Component Quality	Amount Needed		ATK	DEF	HP	EVA	CRIT		Elemental Affinity	Spirit Affinity		Crafting Upgrade 1	Crafts Needed	Crafting Upgrade 2	Crafts Needed	Crafting Upgrade 3	Crafts Needed	Crafting Upgrade 4	Crafts Needed	Crafting Upgrade 5	Crafts Needed		Ascension Upgrade 1	Shards Needed	Ascension Upgrade 2	Shards Needed	Ascension Upgrade 3	Shards Needed		Discount Energy	Surcharge Energy	Suggest Energy	Speed Up Energy
Oxen Impact	Gun	Year of the Ox Superior Offer	---	250	10	675000	54600	15:10:00	12.36	105000	1.92	1575	7875	2933	672		Engineer	26	Master	22	Blacksmith	19		354	---	---	---	93	---	---	---	---	17	---		Precious Shell	---	5	---	---	---		610	153	---	---	---		---	Ox Endurance		-20% Craft Time Reduction	9	-71 Iron Spent	22	x1.25 Value Increase	40	-19 Steel Spent	65	Quality Chance x2	100		-3 Jewels Spent	45	-1 Precious Shell Spent	45	+10% Multicraft Chance	45		850	1885	375	2635
Omega Disintegrator	Gun	Crafty Engineer Pack	85	---	11	1700000	65400	18:10:00	25.99	170000	2.6	2550	12750	3351	576		Engineer	27	Master	23	Blacksmith	20		372	---	---	---	98	---	---	---	---	19	---		Sigil of Might	---	1	Zirconia Eggshell	---	4		720	---	---	---	---		Dark	---		-20% Craft Time Reduction	6	-74 Iron Spent	16	Blueprint: Blackbeard's Cannon	28	x1.25 Value Increase	45	Quality Chance x2	70		-4 Jewels Spent	60	-1 Zirconia Eggshell Spent	60	+10% Multicraft Chance	60		1145	2545	510	2790
Opulent Pistol	Gun	Opulent Chest	---	---	11	3400000	65400	18:10:00	51.99	170000	2.6	2550	12750	3351	576		Engineer	27	Master	23	Blacksmith	20		372	---	---	---	98	---	---	---	---	19	---		Opulent Jewel	---	5	Grim Talon	---	4		720	---	---	---	---		Gold	Quetzalcoatl Spirit		-20% Craft Time Reduction	6	-74 Iron Spent	16	x1.25 Value Increase	28	-20 Steel Spent	45	Quality Chance x2	70		-4 Jewels Spent	60	-1 Opulent Jewel Spent	60	+10% Multicraft Chance	60		1200	2665	535	2790
Dogbone Blaster	Gun	Dog Superior Pack	---	300	11	2000000	65400	18:10:00	30.58	170000	2.6	2550	12750	3351	691		Engineer	27	Master	23	Blacksmith	20		372	---	---	---	98	---	---	---	---	19	---		Sigil of Might	---	1	Grim Talon	---	4		720	---	23	---	---		---	Wolf Ferocity		-20% Craft Time Reduction	6	-74 Iron Spent	16	x1.25 Value Increase	28	-20 Steel Spent	45	Quality Chance x2	70		-4 Jewels Spent	60	-1 Grim Talon Spent	60	+10% Multicraft Chance	60		1240	2750	550	2790
Blackbeard's Cannon	Gun	Crafty Engineer Pack	125	---	12	3200000	133200	37:00:00	24.02	365000	2.74	5475	27375	5588	760		Engineer	30	Master	26	Blacksmith	23		445	---	---	---	123	---	---	---	---	27	---		Sigil of True Might	---	1	Magma Core	---	2		950	---	---	---	---		Water	---		-20% Craft Time Reduction	6	-89 Iron Spent	14	x1.25 Value Increase	26	Blueprint: Vainglory	40	Quality Chance x2	60		-5 Jewels Spent	80	-37 Steel Spent	80	+10% Multicraft Chance	80		1550	3445	690	3465
Hotshot Carbine	Gun	Wild West Superior Pack	---	350	12	3400000	133200	37:00:00	25.53	365000	2.74	5475	27375	5301	1046		Engineer	30	Master	26	Blacksmith	23		---	430	---	---	---	115	---	---	---	25	---		Sigil of True Might	---	1	Crush Claw	---	3		950	238	---	---	---		Fire	---		-25% Craft Time Reduction	6	-108 Wood Spent	14	-23 Ironwood Spent	26	x1.25 Value Increase	40	Quality Chance x2	60		-5 Jewels Spent	80	-1 Crush Claw Spent	80	+10% Multicraft Chance	80		1600	3550	710	3465
Gift Wrap Rifle	Gun	Holiday 2022 Superior Pack	---	350	12	3500000	159000	44:10:00	22.01	390000	2.45	5850	29250	6344	1176		Engineer	31	Master	27	Blacksmith	24		463	---	---	---	134	---	---	---	---	30	---		Sigil of True Might	---	1	Overgrown Vine	---	8		980	---	---	---	0.05		Light	Christmas Spirit		-20% Craft Time Reduction	6	x1.25 Value Increase	14	-139 Iron Spent	26	-27 Steel Spent	40	Quality Chance x2	60		-3 Overgrown Vine Spent	80	-6 Jewels Spent	80	+10% Multicraft Chance	80		1620	3600	720	3645
Vainglory	Gun	Crafty Engineer Pack	200	---	13	6050000	190200	52:50:00	31.81	410000	2.16	6150	30750	8218	936		Engineer	32	Master	28	Blacksmith	25		482	---	---	---	139	---	---	---	---	---	5		Outsider's Claw	---	3	Zirconia Eggshell	---	3		1170	---	---	---	---		Light	---		-20% Craft Time Reduction	4	-96 Iron Spent	10	x1.25 Value Increase	18	-1 Outsider's Claw Spent	30	Quality Chance x2	45		-1 Essence Spent	100	-35 Steel Spent	100	+10% Multicraft Chance	100		2105	4680	935	3830
Sonic Trumpeteer	Gun	Music Superior Pack	---	375	13	6500000	190200	52:50:00	34.17	410000	2.16	6150	30750	8046	1116		Engineer	32	Master	28	Blacksmith	25		473	---	---	---	139	---	---	---	---	---	5		All-Seeing Eye	---	3	Precious Shell	---	6		1170	---	36	---	---		Air	---		-20% Craft Time Reduction	4	-95 Iron Spent	10	x1.25 Value Increase	18	-35 Steel Spent	30	Quality Chance x2	45		-1 Essence Spent	100	-2 Precious Shell Spent	100	+10% Multicraft Chance	100		2180	4845	970	3830
Mintyleaf Herb	Herbal Medicine	Herbalist	---	---	1	180	60	00:01:00	3	455	7.58	7	35	10	16		Herbalist	1	---	---	---	---		---	---	---	9	---	---	---	---	---	---	---		---	---	---	---	---	---		8	---	2	---	---		---	---		Blueprint: Warm Tea	8	Blueprint: Sweet Grass	20	x1.5 Value Increase	36	Quality Chance x2	55	Quality Chance x3	85		-50% Craft Time Reduction	5	+20% Multicraft Chance	5	Quality Chance x3	5		10	25	5	40
Sweet Grass	Herbal Medicine	---	1	---	2	700	140	00:02:20	5	1200	8.57	18	90	16	25		Herbalist	2	---	---	---	---		---	---	---	14	---	---	---	---	---	---	---		Glow Shroom	---	2	---	---	---		13	---	3	---	---		---	---		x1.25 Value Increase	8	Blueprint: Moon Powder	20	-25% Craft Time Reduction	36	Quality Chance x2	55	Quality Chance x3	85		-50% Craft Time Reduction	5	+20% Multicraft Chance	5	Quality Chance x3	5		20	45	10	70
Moon Powder	Herbal Medicine	---	4	---	3	2350	340	00:05:40	6.91	3100	9.12	47	235	27	42		Herbalist	5	---	---	---	---		---	---	---	21	---	---	---	---	---	---	---		Mintyleaf Herb	Normal	1	Webbed Wing	---	2		21	---	5	---	---		---	---		x1.25 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Healing Salve	32	-4 Herbs Spent	50	Quality Chance x3	80		-1 Mintyleaf Herb Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		40	85	15	135
Magical Mistletoe	Herbal Medicine	Holiday Pack	---	75	3	3150	480	00:08:00	6.56	3950	8.23	59	295	39	59		Herbalist	6	---	---	---	---		---	---	---	26	---	---	---	---	---	---	---		Precious Gem	---	1	---	---	---		36	---	6	---	---		---	Christmas Spirit		x1.25 Value Increase	7	-20% Craft Time Reduction	18	-5 Herbs Spent	32	-20% Craft Time Reduction	50	Quality Chance x3	80		-5 Herbs Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		45	95	20	165
Healing Salve	Herbal Medicine	---	6	---	4	4100	780	00:13:00	5.26	6100	7.82	92	460	50	65		Herbalist	8	---	---	---	---		---	---	---	34	---	---	---	---	---	---	---		Living Root	---	2	---	---	---		31	---	8	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: Silver Thistle	36	-7 Herbs Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Living Root Spent	15		50	110	20	225
Venerable Oats	Herbal Medicine	Thanksgiving Mega Pack	---	100	4	8650	930	00:15:30	9.3	7300	7.85	110	550	71	81		Herbalist	9	---	---	---	---		---	---	---	41	---	---	---	---	---	---	---		Sweet Grass	Normal	1	Deep Pearl	---	2		51	---	8	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	x1.25 Value Increase	36	-8 Herbs Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Sweet Grass Spent	15		70	155	30	260
Silver Thistle	Herbal Medicine	---	10	---	5	10000	1590	00:26:30	6.29	10000	6.29	150	750	106	83		Herbalist	11	Priestess	4	---	---		---	---	---	60	---	---	---	12	---	---	---		Deep Pearl	---	3	Elven Wood	---	2		41	---	10	---	---		---	---		-25% Craft Time Reduction	9	-12 Herbs Spent	22	Blueprint: Bloodvine	40	x1.25 Value Increase	60	Quality Chance x2	95		-2 Oils Spent	20	+10% Multicraft Chance	20	-1 Deep Pearl Spent	20		75	165	35	335
Bountiful Harvest	Herbal Medicine	Harvest Season Pack	---	120	5	16000	2040	00:34:00	7.84	12000	5.88	180	900	150	108		Herbalist	12	---	---	---	---		---	---	---	71	---	---	---	16	---	---	---		Living Root	---	4	---	---	---		66	---	11	---	---		---	---		-25% Craft Time Reduction	9	-14 Herbs Spent	22	x1.25 Value Increase	40	-14 Herbs Spent	60	Quality Chance x2	95		-8 Oils Spent	20	+10% Multicraft Chance	20	-1 Living Root Spent	20		95	210	40	375
Flint Corn Bundle	Herbal Medicine	Thanksgiving 2022 Mega Pack	---	120	5	18000	2400	00:40:00	7.5	13500	5.63	203	1015	297	143		Herbalist	13	---	---	---	---		21	---	---	85	---	---	---	21	---	---	---		Deep Pearl	---	3	Precious Gem	---	2		48	---	21	---	---		---	---		-25% Craft Time Reduction	9	-17 Herbs Spent	22	x1.25 Value Increase	40	-11 Iron Spent	60	Quality Chance x2	95		-11 Oils Spent	20	+10% Multicraft Chance	20	-1 Deep Pearl Spent	20		100	220	45	420
Bloodvine	Herbal Medicine	---	15	---	6	24500	3000	00:50:00	8.17	15500	5.17	233	1165	216	107		Herbalist	14	Priestess	10	---	---		---	---	---	99	---	---	---	25	---	---	---		Bronze Fang	---	4	---	---	---		53	---	13	---	---		---	---		-25% Craft Time Reduction	9	-20 Herbs Spent	22	Blueprint: Mandragoroot	40	x1.25 Value Increase	60	Quality Chance x2	95		-5 Oils Spent	25	+10% Multicraft Chance	25	-1 Bronze Fang Spent	25		115	255	50	465
Fragrant Bouquet	Herbal Medicine	Worker Duo Mega Pack	---	140	6	37000	3600	01:00:00	10.28	17500	4.86	263	1315	296	136		Herbalist	15	Priestess	11	---	---		---	---	---	113	---	---	---	29	---	---	---		Moon Crystal	---	3	Silver Dust	---	3		83	---	14	---	---		---	---		-25% Craft Time Reduction	12	-23 Herbs Spent	30	x1.25 Value Increase	54	-6 Oils Spent	85	Quality Chance x2	135		-1 Moon Crystal Spent	25	-2 Silver Dust Spent	25	+10% Multicraft Chance	25		140	310	60	515
Lil' Cactus	Herbal Medicine	Wastelanders Mega Pack	---	140	6	35000	3600	01:00:00	9.72	17500	4.86	263	1315	287	149		Herbalist	15	Priestess	11	---	---		---	---	---	110	---	---	---	27	---	---	---		White Sand	---	4	---	---	---		55	---	21	---	---		Fire	---		-25% Craft Time Reduction	10	x1.25 Value Increase	24	-22 Herbs Spent	44	-5 Oils Spent	70	Quality Chance x2	110		-1 White Sand Spent	25	+10% Multicraft Chance	25	-1 White Sand Spent	25		135	305	60	515
Mandragoroot	Herbal Medicine	---	25	---	7	68500	6000	01:40:00	11.42	22000	3.67	330	1650	379	130		Herbalist	17	Priestess	13	---	---		---	---	---	141	---	---	---	36	---	---	---		Silk Scarab	---	4	Living Root	---	3		63	---	16	---	---		---	---		-25% Craft Time Reduction	10	-28 Herbs Spent	24	Blueprint: Wolf's Bane	44	x1.25 Value Increase	70	Quality Chance x2	110		-7 Oils Spent	30	+10% Multicraft Chance	30	-1 Silk Scarab Spent	30		190	420	85	620
Unwilting Rose	Herbal Medicine	True Love Mega Pack	---	160	7	100000	8400	02:20:00	11.9	27000	3.21	405	2025	591	191		Herbalist	19	Priestess	15	---	---		---	---	---	170	---	---	---	43	---	---	---		White Sand	---	6	Moon Crystal	---	6		70	---	27	---	---		---	---		-25% Craft Time Reduction	10	-34 Herbs Spent	24	-2 Moon Crystal Spent	44	x1.25 Value Increase	70	Quality Chance x2	110		-9 Oils Spent	30	+10% Multicraft Chance	30	-2 White Sand Spent	30		225	500	100	735
Wolf's Bane	Herbal Medicine	---	35	---	8	180000	11400	03:10:00	15.79	32500	2.85	488	2440	753	164		Herbalist	21	Priestess	17	---	---		---	---	---	199	---	---	---	51	5	---	---		Witch's Outfit	Normal	1	Chronos Crystal	---	4		80	---	20	---	---		Dark	---		-25% Craft Time Reduction	11	-40 Herbs Spent	28	Blueprint: Yggdrasil Branch	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Ether Spent	35	+10% Multicraft Chance	35	-1 Chronos Crystal Spent	35		300	665	135	860
Mistpeak Bloom	Herbal Medicine	Timeworn Chest	---	---	8	225000	16200	04:30:00	13.89	35500	2.19	533	2665	981	277		Herbalist	21	Priestess	17	---	---		---	---	---	214	---	---	---	57	6	---	---		Overgrown Vine	---	5	Deep Pearl	---	6		140	---	33	---	---		---	---		-25% Craft Time Reduction	11	-43 Herbs Spent	28	x1.25 Value Increase	50	-11 Oils Spent	80	Quality Chance x2	125		-2 Ether Spent	35	+10% Multicraft Chance	35	-1 Overgrown Vine Spent	35		325	725	145	925
Yggdrasil Branch	Herbal Medicine	---	45	---	9	305000	16200	04:30:00	18.83	42000	2.59	630	3150	1190	189		Herbalist	22	Priestess	18	---	---		---	---	---	244	---	---	---	67	10	---	---		Healing Salve	Normal	2	Thread of Fate	---	5		93	---	23	---	---		Earth	---		-25% Craft Time Reduction	10	-49 Herbs Spent	26	Blueprint: Wyrmblood Ointment	46	x1.25 Value Increase	70	Quality Chance x2	110		-2 Ether Spent	40	+10% Multicraft Chance	40	-1 Healing Salve Spent	40		385	860	170	1065
Luckiest Clover	Herbal Medicine	St. Patrick's Golden Offer	---	200	9	370000	20400	05:40:00	18.14	45500	2.23	683	3415	1538	234		Herbalist	23	Priestess	19	---	---		---	---	---	259	---	---	---	72	12	---	---		Overgrown Vine	---	6	Silver Dust	---	8		143	---	24	---	---		Light	---		-25% Craft Time Reduction	10	-52 Herbs Spent	26	x1.25 Value Increase	46	-14 Oils Spent	70	Quality Chance x2	110		-2 Ether Spent	40	+10% Multicraft Chance	40	-2 Overgrown Vine Spent	40		425	940	190	1140
Luxurious Panacea	Herbal Medicine	Luxurious Chest	---	---	9	595000	24600	06:50:00	24.19	49000	1.99	735	3675	1777	205		Herbalist	24	Priestess	20	---	---		---	---	---	275	---	---	---	77	14	---	---		Golden Artifact	---	5	Spooky Ectoplasm	---	3		100	---	25	---	---		Gold	Xolotl Spirit		-25% Craft Time Reduction	10	-55 Herbs Spent	26	x1.25 Value Increase	46	-15 Oils Spent	70	Quality Chance x2	110		-3 Ether Spent	40	-2 Spooky Ectoplasm Spent	40	+10% Multicraft Chance	40		400	885	175	1220
Wyrmblood Ointment	Herbal Medicine	---	60	---	10	635000	34800	09:40:00	18.25	56500	1.62	848	4240	2103	223		Herbalist	25	Priestess	21	Wizard	18		---	---	---	306	---	---	---	87	19	---	---		Deep Coral	---	5	Silk Scarab	---	8		110	---	27	---	---		---	---		-20% Craft Time Reduction	9	-61 Herbs Spent	22	Blueprint: Florae Daemonica	40	x1.25 Value Increase	65	Quality Chance x2	100		-4 Ether Spent	45	-3 Silk Scarab Spent	45	+10% Multicraft Chance	45		825	1830	365	2480
Wild Oak Rose	Herbal Medicine	Wild Love Superior Offer	---	250	10	650000	40800	11:20:00	15.93	61000	1.5	915	4575	2394	283		Herbalist	26	Priestess	22	Wizard	19		---	290	---	---	---	93	---	---	22	---	---		Bo Staff	Superior	2	Crystal Lullaby	---	4		173	---	29	---	---		---	---		-20% Craft Time Reduction	9	-58 Wood Spent	22	x1.25 Value Increase	40	-19 Ironwood Spent	65	Quality Chance x2	100		-4 Ether Spent	45	-1 Bo Staff Spent	45	+10% Multicraft Chance	45		835	1850	370	2635
Florae Daemonica	Herbal Medicine	---	85	---	11	1300000	50400	14:00:00	25.79	97500	1.93	1463	7315	2736	278		Herbalist	27	Priestess	23	Wizard	20		---	---	---	338	---	---	---	98	23	---	---		Sigil of Spark	---	1	Grim Talon	---	4		135	---	34	---	---		Dark	---		-20% Craft Time Reduction	6	-68 Herbs Spent	16	Blueprint: Philosopher's Stone	28	x1.25 Value Increase	45	Quality Chance x2	70		-5 Ether Spent	60	-1 Grim Talon Spent	60	+10% Multicraft Chance	60		1005	2235	445	2790
Bleakspire Roots	Herbal Medicine	Bleak Chest	---	---	11	1600000	50400	14:00:00	31.75	97500	1.93	1463	7315	3061	411		Herbalist	27	Priestess	23	Wizard	20		---	---	---	338	---	---	---	98	23	---	---		Sigil of Spark	---	1	Zirconia Eggshell	---	4		207	---	49	---	---		---	---		-20% Craft Time Reduction	6	-68 Herbs Spent	16	x1.25 Value Increase	28	-20 Oils Spent	45	Quality Chance x2	70		-5 Ether Spent	60	-1 Zirconia Eggshell Spent	60	+10% Multicraft Chance	60		1095	2435	485	2790
Seltzer Surprise	Herbal Medicine	Circus Mega Pack	---	300	11	1700000	50400	14:00:00	33.73	97500	1.93	1463	7315	3061	363		Herbalist	27	Priestess	23	Wizard	20		---	---	---	338	---	---	---	98	23	---	---		Sigil of Spark	---	1	Boreal Gale	---	3		135	---	51	---	---		Water	---		-20% Craft Time Reduction	6	-68 Herbs Spent	16	x1.25 Value Increase	28	-20 Oils Spent	45	Quality Chance x2	70		-5 Ether Spent	60	-1 Boreal Gale Spent	60	+10% Multicraft Chance	60		1145	2545	510	2790
Super Snack Pack	Herbal Medicine	Sweet Superior Pack	---	300	11	1650000	60000	16:40:00	27.5	105000	1.75	1575	7875	3479	343		Herbalist	27	Priestess	23	Wizard	20		---	---	---	354	---	---	---	103	25	---	---		Sigil of Spark	---	1	Ancient Marble	---	8		210	---	35	---	---		---	---		-20% Craft Time Reduction	6	-71 Herbs Spent	16	x1.25 Value Increase	28	-26 Oils Spent	45	Quality Chance x2	70		-5 Ether Spent	60	-26 Oils Spent	60	+10% Multicraft Chance	60		1130	2510	500	2950
Philosopher's Stone	Herbal Medicine	---	125	---	12	2700000	85800	23:50:00	31.47	195000	2.27	2925	14625	4046	353		Herbalist	29	Priestess	25	Wizard	22		---	---	---	387	---	---	---	113	31	---	---		Sigil of True Spark	---	1	Crush Claw	---	2		173	---	43	---	---		---	---		-20% Craft Time Reduction	6	-77 Herbs Spent	14	x1.25 Value Increase	26	Blueprint: Voidbloom Roots	40	Quality Chance x2	60		-6 Ether Spent	80	-34 Oils Spent	80	+10% Multicraft Chance	80		1430	3175	635	3290
Sakura Infusion	Herbal Medicine	Cherry Blossom Superior Pack	---	350	12	3000000	85800	23:50:00	34.97	195000	2.27	2925	14625	4431	458		Herbalist	29	Priestess	25	Wizard	22		---	---	---	380	---	---	---	110	31	---	---		Sigil of True Spark	---	1	Spooky Ectoplasm	---	6		173	---	64	---	---		Air	---		-20% Craft Time Reduction	6	-76 Herbs Spent	14	x1.25 Value Increase	26	-1 Spooky Ectoplasm Spent	40	Quality Chance x2	60		-1 Spooky Ectoplasm Spent	80	-6 Ether Spent	80	+10% Multicraft Chance	80		1505	3340	670	3290
Opulent Decoction	Herbal Medicine	Opulent Chest	---	---	12	5400000	85800	23:50:00	62.94	195000	2.27	2925	14625	4528	353		Herbalist	29	Priestess	25	Wizard	22		---	---	---	387	---	---	---	113	31	---	---		Opulent Jewel	---	6	Precious Shell	---	5		173	---	43	---	---		Gold	Quetzalcoatl Spirit		-20% Craft Time Reduction	6	-77 Herbs Spent	14	x1.25 Value Increase	26	-17 Oils Spent	40	Quality Chance x2	60		-6 Ether Spent	80	+10% Multicraft Chance	80	-1 Opulent Jewel Spent	80		1495	3325	665	3290
Premium Brand Jam	Herbal Medicine	Fruity Superior Pack	---	350	12	3100000	102600	28:30:00	30.21	210000	2.05	3150	15750	5154	433		Herbalist	30	Priestess	26	Wizard	23		---	---	---	404	---	---	---	123	34	---	---		Sigil of True Spark	---	1	Raw Obsidian	---	3		266	---	44	---	---		Water	---		-20% Craft Time Reduction	6	-1 Raw Obsidian Spent	14	x1.25 Value Increase	26	-81 Herbs Spent	40	Quality Chance x2	60		-25 Oils Spent	80	-10 Ether Spent	80	+10% Multicraft Chance	80		1530	3395	680	3465
Voidbloom Roots	Herbal Medicine	---	200	---	13	5050000	146400	40:40:00	34.49	235000	1.61	3525	17625	6883	449		Herbalist	32	Priestess	28	Wizard	25		---	---	---	---	---	---	---	139	39	---	5		Astral Fabric	---	3	Zirconia Eggshell	---	2		218	---	55	---	---		Dark	---		-20% Craft Time Reduction	4	-28 Oils Spent	10	x1.25 Value Increase	18	-10 Ether Spent	30	Quality Chance x2	45		-1 Essence Spent	100	-1 Astral Fabric Spent	100	+10% Multicraft Chance	100		1930	4290	860	3830
Slide Grease	Herbal Medicine	Music Superior Pack	---	375	13	5450000	146400	40:40:00	37.23	235000	1.61	3525	17625	6396	584		Herbalist	32	Priestess	28	Wizard	25		---	---	---	---	---	---	---	126	34	---	5		Outsider's Claw	---	3	Precious Shell	---	4		218	---	82	---	---		---	---		-20% Craft Time Reduction	4	-25 Oils Spent	10	x1.25 Value Increase	18	-1 Precious Shell Spent	30	Quality Chance x2	45		-1 Essence Spent	100	-7 Ether Spent	100	+10% Multicraft Chance	100		2005	4450	890	3830
Warm Tea	Potion	---	---	---	1	280	100	00:01:40	2.8	810	8.1	12	60	13	25		Herbalist	2	---	---	---	---		---	---	---	12	---	---	---	---	---	---	---		---	---	---	---	---	---		---	---	5	---	---		---	---		x1.5 Value Increase	8	Blueprint: Healing Potion	20	-25% Craft Time Reduction	36	Quality Chance x2	55	Quality Chance x3	85		-50% Craft Time Reduction	5	+20% Multicraft Chance	5	Quality Chance x3	5		15	30	5	55
Healing Potion	Potion	---	1	---	2	980	280	00:04:40	3.5	2500	8.93	38	190	21	45		Herbalist	3	---	---	---	---		---	---	---	17	---	---	---	---	---	---	---		Glow Shroom	---	2	---	---	---		---	---	9	---	---		---	---		x1.5 Value Increase	9	Blueprint: Magic Potion	22	-25% Craft Time Reduction	40	Quality Chance x2	65	Quality Chance x3	100		-50% Craft Time Reduction	5	+20% Multicraft Chance	5	Quality Chance x3	5		25	55	10	110
Magic Potion	Potion	---	3	---	3	3850	630	00:10:30	6.11	5300	8.41	80	400	42	70		Herbalist	7	---	---	---	---		---	---	---	30	---	---	---	---	---	---	---		Webbed Wing	---	3	Glow Shroom	---	1		---	---	14	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: XL Healing Potion	36	-6 Herbs Spent	55	Quality Chance x3	85		-1 Webbed Wing Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		45	105	20	190
Science Project	Potion	Back to School Pack	---	75	3	4050	630	00:10:30	6.43	6450	10.24	97	485	56	88		Herbalist	8	---	---	---	---		---	---	---	34	---	---	---	---	---	---	---		Healing Potion	Normal	1	---	---	---		16	---	15	---	---		---	---		x1.5 Value Increase	8	-20% Craft Time Reduction	20	-7 Herbs Spent	36	-20% Craft Time Reduction	55	Quality Chance x3	85		-7 Herbs Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		50	110	20	225
XL Healing Potion	Potion	---	6	---	4	7000	1290	00:21:30	5.43	9250	7.17	139	695	81	95		Herbalist	10	---	---	---	---		---	---	---	49	---	---	---	---	---	---	---		Living Root	---	3	---	---	---		---	---	19	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: XL Magic Potion	36	-10 Herbs Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Living Root Spent	15		65	140	30	295
Elegant Tea Set	Potion	Victorian Spring Mega Pack	---	100	4	12000	2040	00:34:00	5.88	12500	6.13	188	940	150	163		Herbalist	12	---	---	---	---		---	---	---	71	---	---	---	---	---	---	---		Deep Pearl	---	2	Glow Shroom	---	3		---	44	22	---	---		---	---		x1.25 Value Increase	9	-11 Herbs Spent	22	-25% Craft Time Reduction	40	-11 Herbs Spent	60	Quality Chance x2	95		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-2 Glow Shroom Spent	15		80	180	35	375
