Name	Type	Unlock Prerequisite	Research Scrolls	Antique Tokens	Tier	Value	Crafting Time (seconds)	Crafting Time (formatted)	Value / Crafting Time	Merchant XP	Merchant XP / Crafting Time	Worker XP	Fusion XP	Favor	Airship Power		Required Worker 	Worker Level	Required Worker	Worker Level	Required Worker	Worker Level													Component	Component Quality	Amount Needed	Component	Component Quality	Amount Needed		ATK	DEF	HP	EVA	CRIT		Elemental Affinity	Spirit Affinity		Crafting Upgrade 1	Crafts Needed	Crafting Upgrade 2	Crafts Needed	Crafting Upgrade 3	Crafts Needed	Crafting Upgrade 4	Crafts Needed	Crafting Upgrade 5	Crafts Needed		Ascension Upgrade 1	Shards Needed	Ascension Upgrade 2	Shards Needed	Ascension Upgrade 3	Shards Needed		Discount Energy	Surcharge Energy	Suggest Energy	Speed Up Energy
Yggdrasil Branch	Herbal Medicine	---	45	---	9	305,000	16,200	04:30:00	18.83	42,000	2.59	630	3,150	1,190	189		Herbalist	22	Priestess	18	---	15		---	---	---	244	---	---	---	67	10	---		Healing Salve	Normal	2	Thread of Fate	---	5		93	---	23	---	---		Earth	---		-25% Craft Time Reduction	10	-49 Herbs Spent	26	Blueprint: Wyrmblood Ointment	46	x1.25 Value Increase	70	Quality Chance x2	110		-2 Ether Spent	40	+10% Multicraft Chance	40	-1 Healing Salve Spent	40		385	860	170	1,065
Luckiest Clover	Herbal Medicine	St. Patrick's Golden Offer	---	200	9	370,000	20,400	05:40:00	18.14	45,500	2.23	683	3,415	1,538	234		Herbalist	23	Priestess	19	---	16		---	---	---	259	---	---	---	72	12	---		Overgrown Vine	---	6	Silver Dust	---	8		143	---	24	---	---		Light	---		-25% Craft Time Reduction	10	-52 Herbs Spent	26	x1.25 Value Increase	46	-14 Oils Spent	70	Quality Chance x2	110		-2 Ether Spent	40	+10% Multicraft Chance	40	-2 Overgrown Vine Spent	40		425	940	190	1,140
Luxurious Panacea	Herbal Medicine	Luxurious Chest	---	---	9	595,000	24,600	06:50:00	24.19	49,000	1.99	735	3,675	1,777	205		Herbalist	24	Priestess	20	---	17		---	---	---	275	---	---	---	77	14	---		Golden Artifact	---	5	Spooky Ectoplasm	---	3		100	---	25	---	---		Gold	Xolotl Spirit		-25% Craft Time Reduction	10	-55 Herbs Spent	26	x1.25 Value Increase	46	-15 Oils Spent	70	Quality Chance x2	110		-3 Ether Spent	40	-2 Spooky Ectoplasm Spent	40	+10% Multicraft Chance	40		400	885	175	1,220
Wyrmblood Ointment	Herbal Medicine	---	60	---	10	635,000	34,800	09:40:00	18.25	56,500	1.62	848	4,240	2,103	223		Herbalist	25	Priestess	21	Wizard	18		---	---	---	306	---	---	---	87	19	---		Deep Coral	---	5	Silk Scarab	---	8		110	---	27	---	---		---	---		-20% Craft Time Reduction	9	-61 Herbs Spent	22	Blueprint: Florae Daemonica	40	x1.25 Value Increase	65	Quality Chance x2	100		-4 Ether Spent	45	-3 Silk Scarab Spent	45	+10% Multicraft Chance	45		825	1,830	365	2,480
Wild Oak Rose	Herbal Medicine	Wild Love Superior Offer	---	250	10	650,000	40,800	11:20:00	15.93	61,000	1.50	915	4,575	2,394	283		Herbalist	26	Priestess	22	Wizard	19		---	290	---	---	---	93	---	---	22	---		Bo Staff	Superior	2	Crystal Lullaby	---	4		173	---	29	---	---		---	---		-20% Craft Time Reduction	9	-58 Wood Spent	22	x1.25 Value Increase	40	-19 Ironwood Spent	65	Quality Chance x2	100		-4 Ether Spent	45	-1 Bo Staff Spent	45	+10% Multicraft Chance	45		835	1,850	370	2,635
Florae Daemonica	Herbal Medicine	---	85	---	11	1,300,000	50,400	14:00:00	25.79	97,500	1.93	1,463	7,315	2,736	278		Herbalist	27	Priestess	23	Wizard	20		---	---	---	338	---	---	---	98	23	---		Sigil of Spark	---	1	Grim Talon	---	4		135	---	34	---	---		Dark	---		-20% Craft Time Reduction	6	-68 Herbs Spent	16	Blueprint: Philosopher's Stone	28	x1.25 Value Increase	45	Quality Chance x2	70		-5 Ether Spent	60	-1 Grim Talon Spent	60	+10% Multicraft Chance	60		1,005	2,235	445	2,790
Bleakspire Roots	Herbal Medicine	Bleak Chest	---	---	11	1,600,000	50,400	14:00:00	31.75	97,500	1.93	1,463		3,061	411		Herbalist	27	Priestess	23	Wizard	20		---	---	---	338	---	---	---	98	23	---		Sigil of Spark	---	1	Zirconia Eggshell	---	4		207	---	49	---	---		---	---		-20% Craft Time Reduction	6	-68 Herbs Spent	16	x1.25 Value Increase	28	-20 Oils Spent	45	Quality Chance x2	70		-5 Ether Spent	60	-1 Zirconia Eggshell Spent	60	+10% Multicraft Chance	60		1,095	2,435	485	2,790
Seltzer Surprise	Herbal Medicine	Circus Mega Pack	---	300	11	1,700,000	50,400	14:00:00	33.73	97,500	1.93	1,463	7,315	3,061	363		Herbalist	27	Priestess	23	Wizard	20		---	---	---	338	---	---	---	98	23	---		Sigil of Spark	---	1	Boreal Gale	---	3		135	---	51	---	---		Water	---		-20% Craft Time Reduction	6	-68 Herbs Spent	16	x1.25 Value Increase	28	-20 Oils Spent	45	Quality Chance x2	70		-5 Ether Spent	60	-1 Boreal Gale Spent	60	+10% Multicraft Chance	60		1,145	2,545	510	2,790
Super Snack Pack	Herbal Medicine	Sweet Superior Pack	---	300	11	1,650,000	60,000	16:40:00	27.5	105,000	1.75	1,575	7,875	3,479	343		Herbalist	27	Priestess	23	Wizard	20		---	---	---	354	---	---	---	103	25	---		Sigil of Spark	---	1	Ancient Marble	---	8		210	---	35	---	---		---	---		-20% Craft Time Reduction	6	-71 Herbs Spent	16	x1.25 Value Increase	28	-26 Oils Spent	45	Quality Chance x2	70		-5 Ether Spent	60	-26 Oils Spent	60	+10% Multicraft Chance	60		1,130	2,510	500	2,950
Philosopher's Stone	Herbal Medicine	---	125	---	12	2,700,000	85,800	23:50:00	31.47	195,000	2.27	2,925	14,625	4,046	353		Herbalist	29	Priestess	25	Wizard	22		---	---	---	387	---	---	---	113	31	---		Sigil of True Spark	---	1	Crush Claw	---	2		173	---	43	---	---		---	---		-20% Craft Time Reduction	6	-77 Herbs Spent	14	x1.25 Value Increase	26	-17 Oils Spent	40	Quality Chance x2	60		-6 Ether Spent	80	-17 Oils Spent	80	+10% Multicraft Chance	80		1,430	3,175	635	3,290
Sakura Infusion	Herbal Medicine	Cherry Blossom Superior Pack	---	350	12	3,000,000	85,800	23:50:00	34.97	195,000	2.27	2,925	14,625	4,431	458		Herbalist	29	Priestess	25	Wizard	22		---	---	---	380	---	---	---	110	31	---		Sigil of True Spark	---	1	Spooky Ectoplasm	---	6		173	---	64	---	---		Air	---		-20% Craft Time Reduction	6	-76 Herbs Spent	14	x1.25 Value Increase	26	-1 Spooky Ectoplasm Spent	40	Quality Chance x2	60		-1 Spooky Ectoplasm Spent	80	-6 Ether Spent	80	+10% Multicraft Chance	80		1,505	3,340	670	3,290
Premium Brand Jam	Herbal Medicine	Fruity Superior Pack	---	350	12	3,100,000	102,600	28:30:00	30.21	210,000	2.05	3,150	15,750	5,154	433		Herbalist	30	Priestess	26	Wizard	23		---	---	---	404	---	---	---	123	34	---		Sigil of True Spark	---	1	Raw Obsidian	---	3		266	---	44	---	---		Water	---		-20% Craft Time Reduction	6	-1 Raw Obsidian Spent	14	x1.25 Value Increase	26	-81 Herbs Spent	40	Quality Chance x2	60		-25 Oils Spent	80	-10 Ether Spent	80	+10% Multicraft Chance	80		1,530	3,395	680	3,465
Warm Tea	Potion	---	---	---	1	280	100	00:01:40	2.8	810	8.10	12	60	13	25		Herbalist	2	---	1	---	1		---	---	---	12	---	---	---	---	---	---		---	---	---	---	---	---		---	---	5	---	---		---	---		x1.5 Value Increase	8	Blueprint: Healing Potion	20	-25% Craft Time Reduction	36	Quality Chance x2	55	Quality Chance x3	85		-50% Craft Time Reduction	5	+20% Multicraft Chance	5	Quality Chance x3	5		15	30	5	55
Healing Potion	Potion	---	1	---	2	980	280	00:04:40	3.5	2,500	8.93	38	190	21	45		Herbalist	3	---	1	---	1		---	---	---	17	---	---	---	---	---	---		Glow Shroom	---	2	---	---	---		---	---	9	---	---		---	---		x1.5 Value Increase	9	Blueprint: Magic Potion	22	-25% Craft Time Reduction	40	Quality Chance x2	65	Quality Chance x3	100		-50% Craft Time Reduction	5	+20% Multicraft Chance	5	Quality Chance x3	5		25	55	10	110
Magic Potion	Potion	---	3	---	3	3,850	630	00:10:30	6.11	5,300	8.41	80	400	42	70		Herbalist	7	---	1	---	1		---	---	---	30	---	---	---	---	---	---		Webbed Wing	---	3	Glow Shroom	---	1		---	---	14	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: XL Healing Potion	36	-6 Herbs Spent	55	Quality Chance x3	85		-1 Webbed Wing Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		45	105	20	190
Science Project	Potion	Back to School Pack	---	75	3	4,050	630	00:10:30	6.43	6,450	10.24	97	485	56	88		Herbalist	8	---	1	---	1		---	---	---	34	---	---	---	---	---	---		Healing Potion	Normal	1	---	---	---		16	---	15	---	---		---	---		x1.5 Value Increase	8	-20% Craft Time Reduction	20	-7 Herbs Spent	36	-20% Craft Time Reduction	55	Quality Chance x3	85		-7 Herbs Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		50	110	20	225
XL Healing Potion	Potion	---	6	---	4	7,000	1,290	00:21:30	5.43	9,250	7.17	139	695	81	95		Herbalist	10	---	1	---	1		---	---	---	49	---	---	---	---	---	---		Living Root	---	3	---	---	---		---	---	19	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: XL Magic Potion	36	-10 Herbs Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Living Root Spent	15		65	140	30	295
Elegant Tea Set	Potion	Victorian Spring Mega Pack	---	100	4	12,000	2,040	00:34:00	5.88	12,500	6.13	188	940	150	163		Herbalist	12	---	6	---	1		---	---	---	71	---	---	---	---	---	---		Deep Pearl	---	2	Glow Shroom	---	3		---	44	22	---	---		---	---		x1.25 Value Increase	9	-11 Herbs Spent	22	-25% Craft Time Reduction	40	-11 Herbs Spent	60	Quality Chance x2	95		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-2 Glow Shroom Spent	15		80	180	35	375
XL Magic Potion	Potion	---	10	---	5	13,500	2,400	00:40:00	5.63	14,500	6.04	218	1,090	173	120		Herbalist	13	---	8	---	1		---	---	---	85	---	---	---	21	---	---		Deep Pearl	---	3	Precious Gem	---	2		---	---	24	---	---		---	---		-25% Craft Time Reduction	9	x1.25 Value Increase	22	Blueprint: Phoenix Tonic	40	-17 Herbs Spent	60	Quality Chance x2	95		-4 Oils Spent	20	+10% Multicraft Chance	20	-2 Deep Pearl Spent	20		85	190	40	420
Titan Potion	Potion	Shop Titans Mega Pack	---	120	5	24,000	3,300	00:55:00	7.27	16,500	5.00	248	1,240	242	194		Herbalist	14	---	10	---	4		---	---	---	99	---	---	---	25	---	---		Rustwyrm Scale	---	5	---	---	---		---	53	26	---	---		---	---		-30% Craft Time Reduction	9	x1.25 Value Increase	22	-20 Herbs Spent	40	-5 Oils Spent	60	Quality Chance x2	95		-5 Oils Spent	20	+15% Multicraft Chance	20	-1 Rustwyrm Scale Spent	20		115	255	50	465
Old Salt's Brew	Potion	Champion Clash Mega Pack	---	120	5	25,000	4,200	01:10:00	5.95	18,500	4.40	278	1,390	296	162		Herbalist	15	Priestess	11	---	5		---	---	---	113	---	---	---	29	---	---		Rustwyrm Scale	---	3	Silver Dust	---	4		28	---	28	---	---		Water	---		-25% Craft Time Reduction	12	-23 Herbs Spent	30	x1.25 Value Increase	54	-6 Oils Spent	85	Quality Chance x2	135		-9 Oils Spent	20	-1 Rustwyrm Scale Spent	20	+10% Multicraft Chance	20		115	260	50	515
Phoenix Tonic	Potion	---	15	---	6	31,500	4,200	01:10:00	7.5	18,500	4.40	278	1,390	265	140		Herbalist	15	Priestess	11	---	5		---	---	---	113	---	---	---	29	---	---		Moon Crystal	---	4	Iron Pine Cone	---	5		---	---	28	---	---		---	---		-25% Craft Time Reduction	10	-23 Herbs Spent	24	Blueprint: Potion of Renewal	44	x1.25 Value Increase	70	Quality Chance x2	110		-6 Oils Spent	25	+10% Multicraft Chance	25	-5 Iron Pine Cone Spent	25		130	290	60	515
Zesty Granita	Potion	Cinco De Mayo 2 Mega Pack	---	140	6	54,500	4,200	01:10:00	12.98	21,000	5.00	315	1,575	357	222		Herbalist	16	Priestess	12	---	6		---	---	---	127	---	---	---	33	---	---		White Sand	---	5	Warm Tea	Superior	1		---	60	30	---	---		---	---		-25% Craft Time Reduction	10	-25 Herbs Spent	24	x1.25 Value Increase	44	-1 Warm Tea Spent	70	Quality Chance x2	110		-7 Oils Spent	25	+10% Multicraft Chance	25	-1 White Sand Spent	25		170	375	75	565
Potion of Renewal	Potion	---	25	---	7	72,500	6,000	01:40:00	12.08	23,500	3.92	353	1,765	379	160		Herbalist	17	Priestess	13	---	7		---	---	---	141	---	---	---	36	---	---		Evil Eye	---	5	---	---	---		---	---	32	---	---		---	---		-25% Craft Time Reduction	10	-28 Herbs Spent	24	Blueprint: Purple Bomb	44	x1.25 Value Increase	70	Quality Chance x2	110		-7 Oils Spent	30	+10% Multicraft Chance	30	-1 Evil Eye Spent	30		195	430	85	620
Bottled Mirth	Potion	Ancient Chest	---	---	7	105,000	7,200	02:00:00	14.58	26,000	3.61	390	1,950	502	230		Herbalist	18	Priestess	14	---	8		---	---	---	155	---	---	---	39	---	---		Silk Scarab	---	5	---	---	---		---	---	46	---	---		---	---		-25% Craft Time Reduction	10	-31 Herbs Spent	24	x1.25 Value Increase	44	-10% Craft Time Reduction	70	Quality Chance x2	110		-8 Oils Spent	30	+10% Multicraft Chance	30	-1 Silk Scarab Spent	30		220	490	100	675
Fizzy Guzzle Bottle	Potion	---	---	160	7	100,000	7,800	02:10:00	12.82	29,000	3.72	435	2,175	591	264		Herbalist	19	Priestess	15	---	9		---	---	---	170	---	---	---	43	---	---		XL Magic Potion	Normal	1	Moon Crystal	---	6		---	70	36	---	---		---	---		-20% Craft Time Reduction	10	-34 Herbs Spent	24	x1.25 Value Increase	44	-1 Moon Crystal Spent	70	Quality Chance x2	110		-9 Oils Spent	30	+10% Multicraft Chance	30	-1 XL Magic Potion Spent	30		225	500	100	735
Purple Bomb	Potion	---	35	---	8	190,000	13,200	03:40:00	14.39	34,500	2.61	518	2,590	771	232		Herbalist	21	Priestess	17	---	11		---	---	---	199	---	---	---	51	7	---		Chronos Crystal	---	4	Moon Crystal	---	6		40	---	40	---	---		Fire	---		-25% Craft Time Reduction	11	-40 Herbs Spent	28	Blueprint: Soulfire Extract	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Ether Spent	35	+10% Multicraft Chance	35	-4 Moon Crystal Spent	35		310	685	135	860
Gourd Elixir	Potion	Thanksgiving Pack	---	180	8	225,000	15,600	04:20:00	14.42	38,000	2.44	570	2,850	1,001	276		Herbalist	21	Priestess	17	---	12		---	---	---	214	---	---	---	57	8	---		XL Healing Potion	Normal	1	Overgrown Vine	---	4		83	---	42	---	---		---	---		-25% Craft Time Reduction	9	-43 Herbs Spent	22	x1.25 Value Increase	40	-11 Oils Spent	60	Quality Chance x2	95		-11 Oils Spent	35	+10% Multicraft Chance	35	-1 XL Healing Potion Spent	35		335	740	150	925
Naya's Special	Potion	---	---	180	8	230,000	16,200	04:30:00	14.2	38,000	2.35	570	2,850	922	310		Herbalist	21	Priestess	17	---	12		---	---	---	214	---	---	---	57	---	---		Overgrown Vine	---	4	Silk Scarab	---	5		---	83	42	---	---		---	---		-25% Craft Time Reduction	11	-43 Herbs Spent	28	x1.25 Value Increase	50	-11 Oils Spent	80	Quality Chance x2	125		-1 Silk Scarab Spent	35	+10% Multicraft Chance	35	-1 Silk Scarab Spent	35		340	750	150	925
Soulfire Extract	Potion	---	45	---	9	295,000	16,200	04:30:00	18.21	45,000	2.78	675	3,375	1,224	230		Herbalist	22	Priestess	18	---	15		---	---	---	244	---	---	---	67	13	---		Light Element	Superior	1	Spooky Ectoplasm	---	5		---	---	46	---	---		Fire	---		-25% Craft Time Reduction	10	-49 Herbs Spent	26	Blueprint: Gaia Tonic	46	x1.25 Value Increase	70	Quality Chance x2	110		-3 Ether Spent	40	+10% Multicraft Chance	40	Component Quality Reduced	40		380	845	170	1,065
Tangy Decoction	Potion	Summertime Superior Pack	---	200	9	405,000	21,000	05:50:00	19.29	48,500	2.31	728	3,640	1,589	316		Herbalist	23	Priestess	19	---	16		---	---	---	259	---	---	---	72	16	---		Thread of Fate	---	3	Overgrown Vine	---	3		95	---	48	---	---		---	---		-25% Craft Time Reduction	10	-52 Herbs Spent	26	x1.25 Value Increase	46	-14 Oils Spent	70	Quality Chance x2	110		-3 Ether Spent	40	+10% Multicraft Chance	40	-1 Thread of Fate Spent	40		445	985	195	1,140
Oak Essence	Potion	Worker Duo Superior Pack	---	200	9	410,000	25,200	07:00:00	16.27	52,500	2.08	788	3,940	1,847	370		Herbalist	24	Priestess	20	---	17		---	275	---	---	---	77	---	---	19	---		Spooky Ectoplasm	---	5	---	---	---		---	100	50	---	---		Earth	---		-25% Craft Time Reduction	10	-55 Wood Spent	26	x1.25 Value Increase	46	-15 Ironwood Spent	70	Quality Chance x2	110		-4 Ether Spent	40	-1 Spooky Ectoplasm Spent	40	+10% Multicraft Chance	40		445	990	200	1,220
Gaia Tonic	Potion	---	60	---	10	620,000	30,000	08:20:00	20.67	56,500	1.88	848	4,240	1,909	265		Herbalist	25	Priestess	21	Wizard	18		---	---	---	290	---	---	---	82	22	---		Precious Shell	---	4	Overgrown Vine	---	5		---	---	53	---	---		Earth	---		-20% Craft Time Reduction	10	-58 Herbs Spent	26	Blueprint: Distilled Nebula	46	x1.25 Value Increase	70	Quality Chance x2	110		-4 Ether Spent	45	-1 Precious Shell Spent	45	+10% Multicraft Chance	45		815	1,810	360	2,335
Midnight Oil	Potion	Halloween Superior Offer	---	250	10	645,000	30,000	08:20:00	21.5	56,500	1.88	848	4,240	2,128	349		Herbalist	25	Priestess	21	Wizard	18		---	---	---	290	---	---	---	82	22	---		Crystal Lullaby	---	4	Evil Eye	---	3		105	---	53	---	---		Dark	---		-20% Craft Time Reduction	10	-58 Herbs Spent	26	x1.25 Value Increase	46	-16 Oils Spent	70	Quality Chance x2	110		-4 Ether Spent	45	-3 Evil Eye Spent	45	+10% Multicraft Chance	45		830	1,845	370	2,335
Opulent Elixir	Potion	Opulent Chest	---	---	10	1,550,000	36,000	10:00:00	43.06	60,500	1.68	908	4,540	2,451	275		Herbalist	25	Priestess	21	Wizard	18		---	---	---	306	---	---	---	87	25	---		Opulent Jewel	---	4	Crystal Lullaby	---	4		---	---	55	---	---		Gold	Quetzalcoatl Spirit		-20% Craft Time Reduction	9	-61 Herbs Spent	22	x1.25 Value Increase	40	-17 Oils Spent	65	Quality Chance x2	100		-5 Ether Spent	45	-2 Crystal Lullaby Spent	45	+10% Multicraft Chance	45		950	2,110	420	2,480
Distilled Nebula	Potion	---	85	---	11	1,600,000	51,600	14:20:00	31.01	105,000	2.03	1,575	7,875	2,889	340		Herbalist	27	Priestess	23	Wizard	20		---	---	---	338	---	---	---	98	31	---		Sigil of Spark	---	1	Boreal Gale	---	4		---	---	68	---	---		Dark	---		-20% Craft Time Reduction	6	-68 Herbs Spent	16	Blueprint: Ambrosia	28	x1.25 Value Increase	45	Quality Chance x2	70		-6 Ether Spent	60	-1 Boreal Gale Spent	60	+10% Multicraft Chance	60		1,110	2,470	495	2,790
Aurora Springwater	Potion	Aurora Superior Pack	---	300	11	1,800,000	51,600	14:20:00	34.88	105,000	2.03	1,575	7,875	3,218	502		Herbalist	27	Priestess	23	Wizard	20		---	---	---	338	---	---	---	98	31	---		Sigil of Spark	---	1	Crystal Lullaby	---	5		---	135	68	---	---		Water	---		-20% Craft Time Reduction	6	-68 Herbs Spent	16	x1.25 Value Increase	28	-20 Oils Spent	45	Quality Chance x2	70		-6 Ether Spent	60	+10% Multicraft Chance	60	-2 Crystal Lullaby Spent	60		1,175	2,615	525	2,790
Nectar Pitcher	Potion	Swamp Survivor Mega Pack	---	300	11	1,700,000	61,800	17:10:00	27.51	110,000	1.78	1,650	8,250	3,047	467		Herbalist	27	Priestess	23	Wizard	20		---	---	---	300	---	---	---	103	34	---		Sigil of Spark	---	1	Overgrown Vine	---	10		140	---	71	---	---		Earth	---		-20% Craft Time Reduction	6	-21 Oils Spent	16	x1.25 Value Increase	28	-1 Overgrown Vine Spent	45	Quality Chance x2	70		-7 Ether Spent	60	-2 Overgrown Vine Spent	60	+10% Multicraft Chance	60		1,145	2,545	510	2,950
Ambrosia	Potion	---	125	---	12	2,500,000	88,200	24:30:00	28.34	210,000	2.38	3,150	15,750	4,293	430		Herbalist	29	Priestess	25	Wizard	22		---	---	---	387	---	---	---	113	41	---		Sigil of True Spark	---	1	Magma Core	---	2		---	---	86	---	---		Fire	---		-20% Craft Time Reduction	6	-77 Herbs Spent	14	x1.25 Value Increase	26	-17 Oils Spent	40	Quality Chance x2	60		-8 Ether Spent	80	-17 Oils Spent	80	+10% Multicraft Chance	80		1,375	3,060	610	3,290
Mundra's Remedy	Potion	The Moon Dragon Pack	125	---	12	2,850,000	88,200	24:30:00	32.31	210,000	2.38	6,300	31,500	4,782	771		Moon Dragon	29	Herbalist	25	Priestess	22		---	---	---	387	---	---	---	113	41	---		Sigil of True Spark	---	1	Chronos Crystal	---	5		---	222	101	---	---		---	---		-20% Craft Time Reduction	6	-77 Herbs Spent	14	x1.25 Value Increase	26	-17 Oils Spent	40	Quality Chance x2	60		-8 Ether Spent	80	-17 Oils Spent	80	+10% Multicraft Chance	80		1,455	3,235	645	3,290
Quintessence Purity	Potion	Molten Chest	---	---	12	2,700,000	105,600	29:20:00	25.57	220,000	2.08	3,300	16,500	5,488	580		Herbalist	30	Priestess	26	Wizard	23		---	---	---	404	---	---	---	123	46	---		Sigil of True Spark	---	1	Crystal Lullaby	---	6		---	---	116	---	---		---	---		-101 Herbs Spent	6	-20% Craft Time Reduction	14	-18 Oils Spent	26	x1.25 Value Increase	40	Quality Chance x2	60		-9 Ether Spent	80	-1 Crystal Lullaby Spent	80	+10% Multicraft Chance	80		1,405	3,120	625	3,465
Supreme Sunscreen	Potion	Beach Party Superior Pack	---	350	12	2,850,000	105,600	29:20:00	26.99	220,000	2.08	3,300	16,500	5,209	587		Herbalist	30	Priestess	26	Sun Dragon	23		---	---	---	404	---	---	---	123	---	36		Sigil of True Spark	---	1	Crush Claw	---	2		178	---	89	---	---		Light	---		-81 Herbs Spent	6	-18 Oils Spent	14	x1.25 Value Increase	26	-7 Jewels Spent	40	Quality Chance x2	60		-20% Craft Time Reduction	80	-18 Oils Spent	80	+10% Multicraft Chance	80		1,465	3,260	650	3,465
Scroll of Sparks	Spell	Wizard	---	---	1	320	70	00:01:10	4.57	495	7.07	7	35	10	35		Wizard	1	---	1	---	1		---	---	---	9	---	---	---	---	---	---		---	---	---	---	---	---		44	---	---	---	---		Fire	---		x1.25 Value Increase	8	Blueprint: Scroll of Armor	20	-25% Craft Time Reduction	36	Quality Chance x2	55	Quality Chance x3	85		-25% Craft Time Reduction	5	+20% Multicraft Chance	5	Quality Chance x3	5		15	30	5	40
Scroll of Cleansing	Spell	Wooden Chest	---	---	1	1,380	100	00:01:40	13.8	840	8.40	13	65	15	65		Wizard	1	---	1	---	1		---	---	---	12	---	---	---	---	---	---		---	---	---	---	---	---		81	---	---	---	---		---	---		x1.25 Value Increase	8	-2 Herbs Spent	20	-25% Craft Time Reduction	36	Quality Chance x2	55	Quality Chance x3	85		-2 Herbs Spent	5	+10% Multicraft Chance	5	Quality Chance x3	5		20	45	10	55
Scroll of Armor	Spell	---	1	---	2	1,050	200	00:03:20	5.25	1,900	9.50	29	145	19	106		Wizard	3	---	1	---	1		---	---	---	16	---	---	---	---	---	---		Breastplate	Normal	1	---	---	---		96	24	---	---	---		Air	---		x1.25 Value Increase	9	-25% Craft Time Reduction	22	Blueprint: Scroll of Storms	40	Quality Chance x2	65	Quality Chance x3	100		-1 Breastplate Spent	5	+10% Multicraft Chance	5	Quality Chance x3	5		25	55	10	90
Scroll of Storms	Spell	---	4	---	3	2,750	500	00:08:20	5.5	4,400	8.80	66	330	35	125		Wizard	6	---	1	---	1		---	---	13	26	---	---	---	---	---	---		Precious Gem	---	1	---	---	---		156	---	---	---	---		---	---		x1.5 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Song of Valor	32	-5 Herbs Spent	50	Quality Chance x3	80		-1 Precious Gem Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		40	90	20	165
Song of Valor	Spell	---	6	---	4	6,900	1,050	00:17:30	6.57	8,150	7.76	122	610	93	176		Wizard	9	---	1	---	1		---	---	20	41	---	---	---	8	---	---		Living Root	---	2	---	---	---		220	---	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: Monster Manual	36	-8 Herbs Spent	55	Quality Chance x2	85		-2 Oils Spent	15	+10% Multicraft Chance	15	-1 Living Root Spent	15		65	140	30	260
